"Path","Width","Height","Bytes","Sha256","DuplicateCount","MsBuildIncluded","Classification","References"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-48.png","48","48","3403","31C6A0B876851D3FC9D7605D1A4EC3937741DED976A2FC41894A4A74C1C830AB","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-60_altform-lightunplated.png","60","60","4859","C7BA87A2150365F8DF0FA463F033F542F607CDB80AC24BF0EDFAA904F7B45B39","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-60_altform-unplated.png","60","60","4859","C7BA87A2150365F8DF0FA463F033F542F607CDB80AC24BF0EDFAA904F7B45B39","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-60.png","60","60","4859","C7BA87A2150365F8DF0FA463F033F542F607CDB80AC24BF0EDFAA904F7B45B39","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-64_altform-lightunplated.png","64","64","5505","8A35A01705FC225A95D3E775551E42D608AA0605F67EAB43C830FA56559A5203","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-64_altform-unplated.png","64","64","5505","8A35A01705FC225A95D3E775551E42D608AA0605F67EAB43C830FA56559A5203","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-64.png","64","64","5505","8A35A01705FC225A95D3E775551E42D608AA0605F67EAB43C830FA56559A5203","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-72_altform-lightunplated.png","72","72","6602","64B4CE071BF10B071B77FA3949A79BCDAAEDC789DD89FA50B2F36448B1880F45","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-72_altform-unplated.png","72","72","6602","64B4CE071BF10B071B77FA3949A79BCDAAEDC789DD89FA50B2F36448B1880F45","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-72.png","72","72","6602","64B4CE071BF10B071B77FA3949A79BCDAAEDC789DD89FA50B2F36448B1880F45","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-80_altform-lightunplated.png","80","80","7884","0FD0647E665658FF8DD7B60F5A4C75EB8C4D46A8A29EA439811FF4E2C1E1A028","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-80_altform-unplated.png","80","80","7884","0FD0647E665658FF8DD7B60F5A4C75EB8C4D46A8A29EA439811FF4E2C1E1A028","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-80.png","80","80","7884","0FD0647E665658FF8DD7B60F5A4C75EB8C4D46A8A29EA439811FF4E2C1E1A028","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-96_altform-lightunplated.png","96","96","10517","C7921AEEF9291004932BFE5EF8CB2A3620B388B64A05B7EC757F603FCDDF0FFA","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-96_altform-unplated.png","96","96","10517","C7921AEEF9291004932BFE5EF8CB2A3620B388B64A05B7EC757F603FCDDF0FFA","3","True","package-platform-variant","System.Collections.Hashtable"
"TrackMeUp/Assets/TrackMeUpSquare44Logo.targetsize-96.png","96","96","10517","C7921AEEF9291004932BFE5EF8CB2A3620B388B64A05B7EC757F603FCDDF0FFA","3","True","package-platform-variant","System.Collections.Hashtable"
